wid,label,genres,materials,image,year,year_bin,years,image_path,genres_encoded,materials_encoded,years_encoded
Q17531634,Blind Beggar and His Dog,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/d/d4/Blind_Beggar_and_His_Dog%2C_Bethnal_Green_04.jpg,1958,10,1940-1959,/home3/jqwx33/SculptureMTL/selected_images/Q17531634_0.png,8,1,9
Q17581109,La femme au paon by Falguière-Ra 960,group of statues,marble,https://upload.wikimedia.org/wikipedia/commons/e/eb/La_femme_au_paon_by_Falgui%C3%A8re-Ra_960-IMG_7101-black.jpg,1890,8,1850-1899,/home3/jqwx33/SculptureMTL/selected_images/Q17581109_0.png,4,3,7
Q17581136,,nude,stone,https://upload.wikimedia.org/wikipedia/commons/5/5b/Anonyme_-_Ame_d%27un_%C3%A9lu_conduit_aupr%C3%A8s_de_la_Vierge_%C3%A0_l%27Enfant_par_deux_anges_-_Mus%C3%A9e_des_Augustins_-_RA_781.jpg,1300,2,1200-1399,/home3/jqwx33/SculptureMTL/selected_images/Q17581136_0.png,6,6,1
Q18153530,Fame Riding Pegasus,equestrian statue,marble,https://upload.wikimedia.org/wikipedia/commons/9/93/Fame_riding_Pegasus_Coysevox_Louvre_MR1824.jpg,1700,5,1600-1699,/home3/jqwx33/SculptureMTL/selected_images/Q18153530_0.png,3,3,4
Q18159875,Equestrian statue of the Duke of Wellington,equestrian statue,stone,https://upload.wikimedia.org/wikipedia/commons/8/89/Equestrian_statue_of_the_Duke_of_Wellington%2C_Hyde_Park_Corner.jpg,1888,8,1850-1899,/home3/jqwx33/SculptureMTL/selected_images/Q18159875_0.png,3,6,7
Q18168643,Le Cavalier arabe (The Arabic Horseman),public art,stone,https://upload.wikimedia.org/wikipedia/commons/c/cd/Cavalier_arabe_pont_d%27Iena_RD_am.jpg,1853,8,1850-1899,/home3/jqwx33/SculptureMTL/selected_images/Q18168643_0.png,8,6,7
Q18168645,Le Cavalier grec (The Greek Horseman),public art,stone,https://upload.wikimedia.org/wikipedia/commons/e/ec/Cavalier_Grec_pont_d%27Iena_RD_av.jpg,1853,8,1850-1899,/home3/jqwx33/SculptureMTL/selected_images/Q18168645_0.png,8,6,7
Q18191117,Monument to Scheurer-Kestner,public art,marble,https://upload.wikimedia.org/wikipedia/commons/5/52/Monument_Scheurer-Kestner_jardin_Luxembourg.jpg,1908,9,1900-1939,/home3/jqwx33/SculptureMTL/selected_images/Q18191117_0.png,8,3,8
Q18191132,Eugène Delacroix,portrait,marble,https://upload.wikimedia.org/wikipedia/commons/0/08/Buste_Delacroix_mus%C3%A9e_Luxembourg_n2.jpg,1888,8,1850-1899,/home3/jqwx33/SculptureMTL/selected_images/Q18191132_0.png,7,3,7
Q18191192,Sainte-Beuve,public art,marble,https://upload.wikimedia.org/wikipedia/commons/7/70/Charles_Augustin_Sainte-Beuve_monument.jpg,1898,8,1850-1899,/home3/jqwx33/SculptureMTL/selected_images/Q18191192_0.png,8,3,7
Q18191197,Théodore Rousseau,portrait,marble,https://upload.wikimedia.org/wikipedia/commons/4/49/Buste_Th._Rousseau_n2.jpg,1888,8,1850-1899,/home3/jqwx33/SculptureMTL/selected_images/Q18191197_0.png,7,3,7
Q18191199,Velléda contemplant la demeure d'Eudore,public art,marble,https://upload.wikimedia.org/wikipedia/commons/d/d4/Vell%C3%A9da_contemplant_la_demeure_d%27Eudore%2C_Jardin_du_Luxembourg%2C_Paris_13_November_2016.jpg,1844,7,1800-1849,/home3/jqwx33/SculptureMTL/selected_images/Q18191199_0.png,8,3,6
Q18613979,Quo vadis,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/d/d8/Trabbi_prague.jpeg,1990,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q18613979_0.png,8,1,11
Q18620367,"Der Rosselenker, Bremen",public art,bronze,https://upload.wikimedia.org/wikipedia/commons/2/27/Rosselenker_-_Tuaillon%2C_Louis_%2801%29.jpg,1902,9,1900-1939,/home3/jqwx33/SculptureMTL/selected_images/Q18620367_0.png,8,1,8
Q18702496,Désir,nude,Other,https://upload.wikimedia.org/wikipedia/commons/f/f9/Aristide_Maillol_-_D%C3%A9sir.jpg,1905,9,1900-1939,/home3/jqwx33/SculptureMTL/selected_images/Q18702496_0.png,6,0,8
Q18783396,Bust of Charles Le Brun,portrait,marble,https://upload.wikimedia.org/wikipedia/commons/2/2c/Charles_Le_Brun_J1.jpg,1650,5,1600-1699,/home3/jqwx33/SculptureMTL/selected_images/Q18783396_0.png,7,3,4
Q18918202,Voltaire,portrait,marble,https://upload.wikimedia.org/wikipedia/commons/e/ea/P1020216_Mus%C3%A9e_Angers_Houdon_marbre_Voltaire_rwk.JPG,1778,6,1700-1799,/home3/jqwx33/SculptureMTL/selected_images/Q18918202_0.png,7,3,5
Q19336183,Marie Carrier-Belleuse,portrait,terracotta,https://upload.wikimedia.org/wikipedia/commons/d/d2/Marie_Carrier-Belleuse.jpg,1859,8,1850-1899,/home3/jqwx33/SculptureMTL/selected_images/Q19336183_0.png,7,7,7
Q19358295,Leda and the Swan,Other,bronze,https://upload.wikimedia.org/wikipedia/commons/3/38/Desir%C3%A9_Maurice_Ferrary_%281852-1904%29_-_Leda_and_the_Swan_%281898%29_above_left%2C_Lady_Lever_Art_Gallery%2C_Port_Sunlight%2C_Cheshire%2C_June_2013_%289105030550%29.png,1900,8,1850-1899,/home3/jqwx33/SculptureMTL/selected_images/Q19358295_0.png,0,1,7
Q19359585,Andromeda,nude,bronze,https://upload.wikimedia.org/wikipedia/commons/d/d4/Clovis_Delacour_%281859-1929%29_-_Andromeda_%28c1900%29_front_with_reflections_in_glass_case%2C_Lady_Lever_Art_Gallery%2C_Port_Sunlight%2C_Cheshire%2C_June_2013_%289381762076%29.png,1901,9,1900-1939,/home3/jqwx33/SculptureMTL/selected_images/Q19359585_0.png,6,1,8
Q19404848,Martyrdom of Saint Bartholomew,religious art,marble,https://upload.wikimedia.org/wikipedia/commons/2/2c/Bridan_-_Le_martyre_de_saint_Barth%C3%A9l%C3%A9my_01.jpg,1772,6,1700-1799,/home3/jqwx33/SculptureMTL/selected_images/Q19404848_0.png,9,3,5
Q19428978,Noël-Nicolas Coypel (1690-1734),portrait,terracotta,https://upload.wikimedia.org/wikipedia/commons/f/f8/Lemoyne_-_No%C3%ABl-Nicolas_Coypel_%281690-1734%29_01.jpg,1730,6,1700-1799,/home3/jqwx33/SculptureMTL/selected_images/Q19428978_0.png,7,7,5
Q19473784,Statue of Alexander Hamilton,public art,stone,https://upload.wikimedia.org/wikipedia/commons/4/47/Alexander_Hamilton_by_Conrads%2C_Central_Park%2C_NYC_-_01.jpg,1880,8,1850-1899,/home3/jqwx33/SculptureMTL/selected_images/Q19473784_0.png,8,6,7
Q19691888,The Arch,abstract art,Other,https://upload.wikimedia.org/wikipedia/commons/f/fb/Henry-Moore-Arch-0855.JPG,1980,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q19691888_0.png,1,0,10
Q19720108,Alexander Hamilton,portrait,marble,https://upload.wikimedia.org/wikipedia/commons/b/b5/Alexander_Hamilton_by_Ceracchi_-_marble%2C_Crystal_Bridges_Museum.jpg,1794,6,1700-1799,/home3/jqwx33/SculptureMTL/selected_images/Q19720108_0.png,7,3,5
Q19758900,Draped Reclining Woman,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/3/33/Stuttgart-henry-moore-liegende.jpg,1957,10,1940-1959,/home3/jqwx33/SculptureMTL/selected_images/Q19758900_0.png,8,1,9
Q19759069,Large Four Piece Reclining Figure,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/7/75/Henry_Moore_sculpture%2C_Harvard_University.jpg,1972,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q19759069_0.png,8,1,10
Q19759246,Reclining Connected Forms,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/c/cb/Reclining_Connected_Forms.jpg,1969,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q19759246_0.png,8,1,10
Q19759459,Three Way Piece No. 1: Points,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/2/22/Columbia_University%2C_NYC_%28June_2014%29_-_19.JPG,1964,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q19759459_0.png,8,1,10
Q19759516,Two Piece Reclining Figure: Points,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/3/31/Duesseldorf-Moore.jpg,1969,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q19759516_0.png,8,1,10
Q19759592,Working Model for Reclining Figure (Lincoln Center),public art,bronze,https://upload.wikimedia.org/wikipedia/commons/2/27/Charing_Cross_Hospital_Henry_Moore_23360.JPG,1963,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q19759592_0.png,8,1,10
Q19766301,Large Two Forms,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/e/ea/Two_Forms_by_Henry_Moore.jpg,1969,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q19766301_0.png,8,1,10
Q19868513,Maggy,portrait,bronze,https://upload.wikimedia.org/wikipedia/commons/2/25/GUGG_Maggy.jpg,1912,9,1900-1939,/home3/jqwx33/SculptureMTL/selected_images/Q19868513_0.png,7,1,8
Q20030351,,portrait,bronze,https://upload.wikimedia.org/wikipedia/commons/a/ae/Madeyski_Popiersie_Stanis%C5%82awa_Kierbedzia.jpg,1900,8,1850-1899,/home3/jqwx33/SculptureMTL/selected_images/Q20030351_0.png,7,1,7
Q20179204,Bust of Benjamin Tucker Tanner,portrait,plaster,https://upload.wikimedia.org/wikipedia/commons/c/cb/Henry_Ossawa_Tanner_-_Bust_of_Benjamin_Tucker_Tanner_-_Walters_2833_-_Three_Quarter.jpg,1894,8,1850-1899,/home3/jqwx33/SculptureMTL/selected_images/Q20179204_0.png,7,5,7
Q20642080,Hippolyte-Alfred Chauchard,portrait,marble,https://upload.wikimedia.org/wikipedia/commons/e/e7/Weigele_-_Hippolyte-Alfred_Chauchard_01.jpg,1903,9,1900-1939,/home3/jqwx33/SculptureMTL/selected_images/Q20642080_0.png,7,3,8
Q20672330,Joachim du Bellay,statue,bronze,https://upload.wikimedia.org/wikipedia/commons/5/58/Ancenis._Du_Bellay.jpg,1894,8,1850-1899,/home3/jqwx33/SculptureMTL/selected_images/Q20672330_0.png,10,1,7
Q20799451,equestrian statue of Louis XIV,equestrian statue,bronze,https://upload.wikimedia.org/wikipedia/commons/8/8a/Saint-Jean-de-Luz-Louis_XIV.jpg,1932,9,1900-1939,/home3/jqwx33/SculptureMTL/selected_images/Q20799451_0.png,3,1,8
Q20799797,equestrian statue of Bertrand du Guesclin,equestrian statue,bronze,https://upload.wikimedia.org/wikipedia/commons/0/03/Statue_%C3%A9questre_de_Bertrand_du_Guesclin%2C_Dinan%2C_France.jpg,1902,9,1900-1939,/home3/jqwx33/SculptureMTL/selected_images/Q20799797_0.png,3,1,8
Q20799860,equestrian statue of duc d'Orléans,equestrian statue,bronze,https://upload.wikimedia.org/wikipedia/commons/7/74/Ferdinand-Philippe_dOrl%C3%A9ans_Carlo_Marochetti_All%C3%A9e_du_Cheval_Eu.jpg,1845,7,1800-1849,/home3/jqwx33/SculptureMTL/selected_images/Q20799860_0.png,3,1,6
Q20803768,Equestrian statue of Marshal Foch,equestrian statue,bronze,https://upload.wikimedia.org/wikipedia/commons/7/71/0_Statue_%C3%A9questre_du_Mar%C3%A9chal_Foch_-_Cassel_%28Nord%29_1.JPG,1928,9,1900-1939,/home3/jqwx33/SculptureMTL/selected_images/Q20803768_0.png,3,1,8
Q20888393,Hermitage,public art,metal,https://upload.wikimedia.org/wikipedia/commons/d/d6/Rotterdam_Woods_01.JPG,2004,13,2000-2022,/home3/jqwx33/SculptureMTL/selected_images/Q20888393_0.png,8,4,12
Q20888394,,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/5/5b/Mastroianni_Rotterdam_01.JPG,1955,10,1940-1959,/home3/jqwx33/SculptureMTL/selected_images/Q20888394_0.png,8,1,9
Q20898204,Dragon,animal sculpture,stone,https://upload.wikimedia.org/wikipedia/commons/a/ab/Dragon_d%C3%A9tail.jpg,1732,6,1700-1799,/home3/jqwx33/SculptureMTL/selected_images/Q20898204_0.png,2,6,5
Q21141712,Equestrian statue of Carlo Alberto,equestrian statue,bronze,https://upload.wikimedia.org/wikipedia/commons/1/10/Il_monumento_equestre_in_piazza_Mazzini_vista_laterale_1.jpg,1843,7,1800-1849,/home3/jqwx33/SculptureMTL/selected_images/Q21141712_0.png,3,1,6
Q21141729,Equestrian statue of Vittorio Emanuele II,equestrian statue,bronze,https://upload.wikimedia.org/wikipedia/commons/a/aa/Augusto_Rivalta%2C_Monumento_a_Vittorio_Emanuele_II_di_Savoia%2C_1892%2C_01.jpg,1892,8,1850-1899,/home3/jqwx33/SculptureMTL/selected_images/Q21141729_0.png,3,1,7
Q21441791,,portrait,stone,https://upload.wikimedia.org/wikipedia/commons/4/47/Anonyme_-_T%C3%AAte_f%C3%A9minine_%2C_Vierge_-_Mus%C3%A9e_des_Augustins_-_RA_772_BIS.jpg,1400,2,1200-1399,/home3/jqwx33/SculptureMTL/selected_images/Q21441791_0.png,7,6,1
Q21560732,Paternoster,group of statues,bronze,https://upload.wikimedia.org/wikipedia/commons/3/3b/Paternoster_Sculpture%2C_Paternoster_Square.JPG,1975,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q21560732_0.png,4,1,10
Q21561384,Icarus,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/3/31/Icarus_sculpture%2C_Cannon_Street%2C_City_of_London.JPG,1973,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q21561384_0.png,8,1,10
Q21623962,Portrait of Peter the Great,portrait,plaster,https://upload.wikimedia.org/wikipedia/commons/1/19/Bust_of_Peter_the_Great_by_Marie-Anne_Collot_1770.JPG,1770,6,1700-1799,/home3/jqwx33/SculptureMTL/selected_images/Q21623962_0.png,7,5,5
Q21683313,,religious art,stone,https://upload.wikimedia.org/wikipedia/commons/1/13/Anonyme_toulousain_-_Pilier_%2C_Saint_Jacques_le_Mineur_-_Mus%C3%A9e_des_Augustins_-_ME_19.jpg,1200,1,1-1199,/home3/jqwx33/SculptureMTL/selected_images/Q21683313_0.png,9,6,0
Q21705826,,religious art,stone,https://upload.wikimedia.org/wikipedia/commons/6/64/Anonyme_toulousain_-_Relief_%2C_Sir%C3%A8ne_oiseau_-_Mus%C3%A9e_des_Augustins_-_61_3_2.jpg,1120,1,1-1199,/home3/jqwx33/SculptureMTL/selected_images/Q21705826_0.png,9,6,0
Q21764196,,portrait,terracotta,https://upload.wikimedia.org/wikipedia/commons/f/f2/Augustins_-_Auger_Ferrier_-_Marc_Arcis_-_82_9_2.jpg,1674,5,1600-1699,/home3/jqwx33/SculptureMTL/selected_images/Q21764196_0.png,7,7,4
Q21768313,David slaying Goliath,religious art,plaster,https://upload.wikimedia.org/wikipedia/commons/2/21/Antonin_Merci%C3%A9_-_David_vainqueur_de_Goliath_-_Mus%C3%A9e_des_Augustins_-_2004_1_136.jpg,1870,8,1850-1899,/home3/jqwx33/SculptureMTL/selected_images/Q21768313_0.png,9,5,7
Q21789595,,Other,terracotta,https://upload.wikimedia.org/wikipedia/commons/8/8c/Laurent_Marqueste_-_Femme_assise_-_Mus%C3%A9e_des_Augustins_-_RA_1047_T.JPG,1851,8,1850-1899,/home3/jqwx33/SculptureMTL/selected_images/Q21789595_0.png,0,7,7
Q21789596,,Other,terracotta,https://upload.wikimedia.org/wikipedia/commons/c/ce/Laurent_Marqueste_-_Femme_nue_couch%C3%A9e_-_Mus%C3%A9e_des_Augustins_-_RA_1047_D.JPG,1851,8,1850-1899,/home3/jqwx33/SculptureMTL/selected_images/Q21789596_0.png,0,7,7
Q21789600,,Other,terracotta,https://upload.wikimedia.org/wikipedia/commons/f/fc/Laurent_Marqueste_-_Repentir_-_Mus%C3%A9e_des_Augustins_-_RA_1047_PP.JPG,1851,8,1850-1899,/home3/jqwx33/SculptureMTL/selected_images/Q21789600_0.png,0,7,7
Q22075463,Goat,animal sculpture,bronze,https://upload.wikimedia.org/wikipedia/commons/1/11/Standing_Goat_by_Jens_Adolf_Jerichau_-_Statens_Museum_for_Kunst%2C_Copenhagen.jpg,1845,7,1800-1849,/home3/jqwx33/SculptureMTL/selected_images/Q22075463_0.png,2,1,6
Q22241011,Noir de Deneé,nude,Other,https://upload.wikimedia.org/wikipedia/commons/c/c2/20100615-208_Amersfoort_-_Sculptuur_in_het_plantsoen_langs_de_Holkerweg.jpg,1987,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q22241011_0.png,6,0,11
Q22337840,Flat Genesis,public art,metal,https://upload.wikimedia.org/wikipedia/commons/f/f7/Flat_Genesis_-_2.jpg,1999,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q22337840_0.png,8,4,11
Q23642601,Venus and Adonis,mythological sculpture,marble,https://upload.wikimedia.org/wikipedia/commons/5/54/Antonio_Canova-Venus_and_Adonis-LG_4929-IMG_9116-gradient.jpg,1795,6,1700-1799,/home3/jqwx33/SculptureMTL/selected_images/Q23642601_0.png,5,3,5
Q23781157,Altar,public art,metal,https://upload.wikimedia.org/wikipedia/commons/4/4d/Kris_Martin.JPG,2014,13,2000-2022,/home3/jqwx33/SculptureMTL/selected_images/Q23781157_0.png,8,4,12
Q23906136,,public art,stone,https://upload.wikimedia.org/wikipedia/commons/f/f5/Steen_Christensen_-_Gamle_b%C3%B8ger%2C_2016-04-10.jpg,2007,13,2000-2022,/home3/jqwx33/SculptureMTL/selected_images/Q23906136_0.png,8,6,12
Q24024616,The Octopus,public art,Other,https://upload.wikimedia.org/wikipedia/commons/a/a2/Polbo_no_paseo_Mar%C3%ADtimo%2C_A_Coru%C3%B1a_%285939722424%29.jpg,2004,13,2000-2022,/home3/jqwx33/SculptureMTL/selected_images/Q24024616_0.png,8,0,12
Q24036911,Amazone zu Pferde,equestrian statue,bronze,https://upload.wikimedia.org/wikipedia/commons/8/83/Kiss_1841_Amazone%2C_am_Alten_Museum.jpg,1841,7,1800-1849,/home3/jqwx33/SculptureMTL/selected_images/Q24036911_0.png,3,1,6
Q26251851,Caracalla,portrait,marble,https://upload.wikimedia.org/wikipedia/commons/f/fb/Caracalla_bust.jpg,212,1,1-1199,/home3/jqwx33/SculptureMTL/selected_images/Q26251851_0.png,7,3,0
Q26703181,Die große Liegende,abstract art,stone,https://upload.wikimedia.org/wikipedia/commons/a/ad/Skulptur_K%C3%B6llnischer_Park_%28Mitte%29_Gro%C3%9Fe_Liegende%26Hans_Bautz%261949.jpg,1949,10,1940-1959,/home3/jqwx33/SculptureMTL/selected_images/Q26703181_0.png,1,6,9
Q26835788,,portrait,bronze,https://upload.wikimedia.org/wikipedia/commons/8/82/A_%C3%80ngel_Guimer%C3%A0_-_Josep_Llimona.jpg,1909,9,1900-1939,/home3/jqwx33/SculptureMTL/selected_images/Q26835788_0.png,7,1,8
Q26878028,,portrait,marble,https://upload.wikimedia.org/wikipedia/commons/8/8e/Deseine_Winckelmann_mus%C3%A9e_des_Augustins.jpg,1818,7,1800-1849,/home3/jqwx33/SculptureMTL/selected_images/Q26878028_0.png,7,3,6
Q27038770,,Other,metal,https://upload.wikimedia.org/wikipedia/commons/a/a4/Mysterieuse_-_Franz_Iffland_Museu_Abell%C3%B3_1730.png,1900,8,1850-1899,/home3/jqwx33/SculptureMTL/selected_images/Q27038770_0.png,0,4,7
Q27133040,Sitzende,public art,stone,https://upload.wikimedia.org/wikipedia/commons/0/04/%27Sitzende%27_%28Hermann_Hubacher%29_-_Seefeldquai_Z%C3%BCrich_2015-09-08_16-30-57.JPG,1934,9,1900-1939,/home3/jqwx33/SculptureMTL/selected_images/Q27133040_0.png,8,6,8
Q27229790,,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/6/63/Arboretum_-_Arnold_B%C3%BCrkli_Denkmal_2013-08-21_19-03-14_%28P7700%29.JPG,1899,8,1850-1899,/home3/jqwx33/SculptureMTL/selected_images/Q27229790_0.png,8,1,7
Q27229796,,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/0/03/Rieterpark_2010-09-05_17-02-38.JPG,1935,9,1900-1939,/home3/jqwx33/SculptureMTL/selected_images/Q27229796_0.png,8,1,8
Q27229883,,public art,bronze,"[https://upload.wikimedia.org/wikipedia/commons/5/5f/Stauffacherbruecke_11_11.jpg, https://upload.wikimedia.org/wikipedia/commons/1/12/Stauffacherbruecke_08_11.jpg]",1900,8,1850-1899,/home3/jqwx33/SculptureMTL/selected_images/Q27229883_0.jpg,8,1,7
Q27230052,,public art,stone,https://upload.wikimedia.org/wikipedia/commons/e/e9/Zuerich-Wipkingen_6095391.JPG,1945,10,1940-1959,/home3/jqwx33/SculptureMTL/selected_images/Q27230052_0.png,8,6,9
Q27396197,"Hadrianus, bronze head",portrait,bronze,https://upload.wikimedia.org/wikipedia/commons/0/07/Bronze_Hadrien_Louvre_Br4547.jpg,140,1,1-1199,/home3/jqwx33/SculptureMTL/selected_images/Q27396197_0.png,7,1,0
Q27554185,Monumento dell'indipendenza,public art,marble,https://upload.wikimedia.org/wikipedia/commons/0/03/Palazzo_dei_Trecento%28Est%29.jpg,1875,8,1850-1899,/home3/jqwx33/SculptureMTL/selected_images/Q27554185_0.png,8,3,7
Q27588540,"Musée du Louvre, Ma 1178",portrait,marble,https://upload.wikimedia.org/wikipedia/commons/b/b9/L%27Image_et_le_Pouvoir_-_Buste_de_Marc_Aurel_-_small.jpg,138,1,1-1199,/home3/jqwx33/SculptureMTL/selected_images/Q27588540_0.png,7,3,0
Q27588797,"Musée du Louvre, Ma 1175",portrait,marble,https://upload.wikimedia.org/wikipedia/commons/a/ab/T%C3%AAte_de_Faustine_la_Jeune_trois_quart.JPG,161,1,1-1199,/home3/jqwx33/SculptureMTL/selected_images/Q27588797_0.png,7,3,0
Q27628851,Aphrodite Untying Her Sandal,nude,bronze,https://upload.wikimedia.org/wikipedia/commons/3/39/Aphrodite_removing_her_sandal_Louvre_Br4417.jpg,50,1,1-1199,/home3/jqwx33/SculptureMTL/selected_images/Q27628851_0.png,6,1,0
Q27634149,Secundino Esnaola (sculpture),portrait,marble,https://upload.wikimedia.org/wikipedia/commons/7/75/Secundino_Esnaola_Eskultura_Donostian.jpg,1954,10,1940-1959,/home3/jqwx33/SculptureMTL/selected_images/Q27634149_0.png,7,3,9
Q27644105,,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/d/d8/Aita_Donostia_eskultura.jpg,1974,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q27644105_0.png,8,1,10
Q27652819,"Château-Musée de Nérac, Inv 47 1 136",portrait,marble,https://upload.wikimedia.org/wikipedia/commons/4/41/T%C3%AAte_de_Marc_Aur%C3%A8le_%C3%A2g%C3%A9.JPG,169,1,1-1199,/home3/jqwx33/SculptureMTL/selected_images/Q27652819_0.png,7,3,0
Q27652964,"Musée du Louvre, Ma 1138",portrait,marble,https://upload.wikimedia.org/wikipedia/commons/e/e8/P1230280_Louvre_Crispine_Ma1138_rwk.jpg,178,1,1-1199,/home3/jqwx33/SculptureMTL/selected_images/Q27652964_0.png,7,3,0
Q27781609,Birds Erect,animal sculpture,stone,https://upload.wikimedia.org/wikipedia/commons/b/bc/Birds_Erect_1914.JPG,1914,9,1900-1939,/home3/jqwx33/SculptureMTL/selected_images/Q27781609_0.png,2,6,8
Q27920192,Bust of Camillo Pamphili,portrait,terracotta,https://upload.wikimedia.org/wikipedia/commons/8/88/Camillo_Pamphili.jpg,1647,5,1600-1699,/home3/jqwx33/SculptureMTL/selected_images/Q27920192_0.png,7,7,4
Q27956250,,mythological sculpture,marble,https://upload.wikimedia.org/wikipedia/commons/5/59/Rome_Omphalos_Apollo_type.jpg,1,1,1-1199,/home3/jqwx33/SculptureMTL/selected_images/Q27956250_0.png,5,3,0
Q27969473,,mythological sculpture,marble,https://upload.wikimedia.org/wikipedia/commons/d/d9/Rome_Dancing_Satyr.jpg,100,1,1-1199,/home3/jqwx33/SculptureMTL/selected_images/Q27969473_0.png,5,3,0
Q28025035,Jean de Fiennes,statue,bronze,https://upload.wikimedia.org/wikipedia/commons/f/fc/Jean_de_Fiennes%2C_%C3%A9tude_de_nu_%281885-86%29_by_Rodin_%28plaster%29_1.jpg,1885,8,1850-1899,/home3/jqwx33/SculptureMTL/selected_images/Q28025035_0.png,10,1,7
Q28065504,,portrait,marble,https://upload.wikimedia.org/wikipedia/commons/d/db/Rome_Agrippina_Minor.jpg,1,1,1-1199,/home3/jqwx33/SculptureMTL/selected_images/Q28065504_0.png,7,3,0
Q28070752,,religious art,marble,https://upload.wikimedia.org/wikipedia/commons/0/04/Warsaw_Mithra_killing_the_bull.jpg,200,1,1-1199,/home3/jqwx33/SculptureMTL/selected_images/Q28070752_0.png,9,3,0
Q28840247,Daphne chased by Apollo,mythological sculpture,marble,https://upload.wikimedia.org/wikipedia/commons/d/d5/Daphn%C3%A9_poursuivie_par_Apollon_MR_1807.jpg,1713,6,1700-1799,/home3/jqwx33/SculptureMTL/selected_images/Q28840247_0.png,5,3,5
Q28869080,Bust of George Basevi,portrait,bronze,https://upload.wikimedia.org/wikipedia/commons/f/fa/Bust_of_George_Basevi%2C_Belgrave_Square_Gardens_SW1.JPG,2002,13,2000-2022,/home3/jqwx33/SculptureMTL/selected_images/Q28869080_0.png,7,1,12
Q28949663,Head of Bodhisattva,portrait,marble,https://upload.wikimedia.org/wikipedia/commons/3/33/Sui_Dynasty_Head_of_Bodhisattva.jpg,581,1,1-1199,/home3/jqwx33/SculptureMTL/selected_images/Q28949663_0.png,7,3,0
Q28950157,Phyllotaxis The Hague,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/8/87/Denhaag_kunstwerk_phyllotaxis_den_haag.jpg,2003,13,2000-2022,/home3/jqwx33/SculptureMTL/selected_images/Q28950157_0.png,8,1,12
Q28950218,Little man with loose limbs,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/5/50/Denhaag_kunstwerk_mannetje_met_losse_ledematen.jpg,2003,13,2000-2022,/home3/jqwx33/SculptureMTL/selected_images/Q28950218_0.png,8,1,12
Q28950250,Untitled,public art,metal,https://upload.wikimedia.org/wikipedia/commons/3/35/Denhaag_kunstwerk_Alfred_Eikelenboom.jpg,1994,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q28950250_0.png,8,4,11
Q28953706,Siva-MG 18101,Other,stone,https://upload.wikimedia.org/wikipedia/commons/0/02/Siva-MG_18101-IMG_0534-black.jpg,1000,1,1-1199,/home3/jqwx33/SculptureMTL/selected_images/Q28953706_0.png,0,6,0
Q28976096,Placebo,public art,metal,https://upload.wikimedia.org/wikipedia/commons/5/59/Denhaag_kunstwerk_placebo.jpg,1994,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q28976096_0.png,8,4,11
Q28976268,Untitled,public art,metal,https://upload.wikimedia.org/wikipedia/commons/d/d5/Denhaag_kunstwerk_Michael_Jacklin.jpg,1993,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q28976268_0.png,8,4,11
Q28982277,Twisted Totem,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/2/29/Twisted_Totem_Peter_Otto_Spui_The_Hague_Sokkel.jpg,2004,13,2000-2022,/home3/jqwx33/SculptureMTL/selected_images/Q28982277_0.png,8,1,12
Q28982421,Rondanini,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/5/50/Denhaag_kunstwerk_rondanini.jpg,2005,13,2000-2022,/home3/jqwx33/SculptureMTL/selected_images/Q28982421_0.png,8,1,12
